date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-06-11,-56,-100,74,0,0,100,100,1,-10,94,0,-90,-36,-96,0,100,-100,0,-100,0,0,0,0,0,60,-100,-94,0,-100
2021-06-14,3,100,62,-100,19,-100,-83,100,-90,-12,1,100,56,89,40,-43,-60,100,-39,0,0,53,-100,-100,-100,-21,50,0,13
2021-06-15,-83,-54,83,10,-18,-41,64,-100,0,-33,-100,0,67,100,-43,100,-30,-18,-100,50,0,89,22,0,87,-80,100,0,63
2021-06-16,0,-100,-100,11,2,-72,17,-1,50,-58,-31,-24,100,-16,6,-11,100,-10,12,-47,0,-100,-43,100,-72,26,-47,100,4
2021-06-17,79,-46,22,-98,-3,28,-87,100,40,-34,100,-1,-100,5,-77,-100,-52,36,-14,-3,52,-42,59,-11,100,100,-2,63,51
2021-06-18,6,-66,-3,-35,0,-28,26,-75,43,100,76,10,-100,100,-100,52,7,-100,-100,0,-52,0,-71,100,-100,-24,100,100,-30
2021-06-21,-31,100,-100,-7,0,0,-16,-13,-60,91,55,100,88,-100,12,-98,100,86,100,100,23,44,100,100,-21,26,-97,100,14
2021-06-22,0,0,-25,100,0,0,0,0,100,29,-70,-40,0,0,0,0,-4,-36,94,0,-23,0,-13,100,-100,100,100,100,88
2021-06-23,0,0,-13,0,0,0,-14,-12,0,-16,-49,-67,-33,-100,0,0,-100,0,100,-100,100,0,0,45,-21,100,-48,1,-34
2021-06-24,21,-62,0,-100,0,42,-20,100,100,0,-66,69,-48,100,-100,100,50,-29,-38,6,36,75,79,-100,-48,12,-39,61,55
2021-06-25,-75,-2,0,91,0,65,1,100,-87,-65,28,-78,73,-100,-15,0,-100,100,100,-6,-14,0,100,0,-25,-61,98,67,-100
2021-06-28,0,100,75,50,0,-100,-32,100,46,-70,-35,100,-100,-14,100,-100,85,-100,-100,52,-100,-100,-72,10,3,3,-35,69,18
2021-06-29,0,-56,-75,-25,0,0,-60,-47,-100,98,-100,100,100,0,100,0,-52,100,100,100,-22,0,0,-17,21,100,2,100,-100
2021-06-30,100,100,0,-100,0,0,0,0,-72,0,-21,0,-100,-43,-4,100,-70,-68,0,0,49,-19,100,100,-4,-20,-100,1,0
2021-07-01,100,32,72,-16,100,81,48,48,-41,-92,-100,-100,-17,57,-29,23,0,-35,-97,-4,55,0,-100,-77,-34,-65,100,9,-42
