date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-08-20,0,0,0,0,0,0,100,48,0,0,0,0,0,100,0,0,1,0,-100,0,0,0,0,0,0,0,0,0,0
2021-08-23,0,0,3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-38,0,0,0,0,0,0,0,0,0,0
2021-08-24,3,0,-3,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-26,-3,0,0,0,0,0,100,0,0,0,0,0,2,0,0,0,0,0,-100,0,31,0,0,0,0,0,0,0,0
2021-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,0,0,0,0,0,0,0,0,0,37,0,0,0,2,0,0,0,0,-100,0,0,0,0,1,0,0,0,0,0
2021-08-31,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,-99,0,0,0,0,-1,0,0,0,0,0
2021-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-02,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
2021-09-03,0,0,0,11,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0
2021-09-07,0,0,0,8,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-99,0,0,1,0,0,0,0,0,0,0
2021-09-08,0,0,0,0,0,0,1,-85,0,0,30,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,0,0,0,1,0,0,0,-99,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-14,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-99,0,27,0,0,0,0,0,0,0,0
2021-09-15,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,0,0
2021-09-16,0,0,0,0,0,0,15,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-17,0,1,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,0
2021-09-20,0,0,0,0,0,0,1,0,0,0,57,0,0,-91,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
2021-09-21,0,0,0,0,0,0,1,0,0,0,0,0,0,-98,0,0,0,0,-100,0,61,1,0,0,0,0,0,0,0
2021-09-22,0,0,0,0,0,0,2,0,0,0,0,0,0,-99,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0
2021-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,2,0,1,0,16,0,0,0,0,0,0,0,0
2021-09-24,0,1,0,0,0,0,1,0,0,13,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-27,0,0,0,0,0,0,2,-100,0,0,0,0,0,-73,0,0,0,0,-99,0,90,0,0,0,0,0,0,0,0
2021-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0
2021-09-29,0,0,0,0,0,0,0,0,0,0,15,0,1,-96,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-30,0,1,0,0,0,0,1,-69,0,37,0,0,0,-99,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0
